"@timestamp","Average_Jitter_Downlink_Mb","Average_Jitter_Downlink_S1U","Average_Jitter_Uplink_Mb","Average_Jitter_Uplink_S1U","Average_Latency_Downlink_Mb","Average_Latency_Downlink_S1U","Average_Latency_Uplink_Mb","Average_Latency_Uplink_S1U","Average_One_Way_Audio_Downlink_Mb","Average_One_Way_Audio_Downlink_S1U","Average_One_Way_Audio_Uplink_Mb","Average_One_Way_Audio_Uplink_S1U","Average_Packet_Loss_Downlink_Mb","Average_Packet_Loss_Downlink_S1U","Average_Packet_Loss_Uplink_Mb","Average_Packet_Loss_Uplink_S1U","Count_Jitter_Downlink_S1U","Count_Jitter_Uplink_S1U","Count_Latency_Downlink_S1U","Count_Latency_Uplink_S1U","Count_PacketLoss_Uplink_S1U","Count_Packet_Loss_Downlink_S1U","DEPARTAMENTO","HOSTNAME","LATITUD","LOCALIDAD","LONGITUD","MOS_Average_Downlink_Mb","MOS_Average_Downlink_S1U","MOS_Average_Uplink_Mb","MOS_Average_Uplink_S1U","MOS_Count_Downlink_S1U","MOS_Count_Uplink_S1U","PROVINCIA","R-FACTOR_Count_Downlink_S1U","R-FACTOR_Count_Uplink_S1U","TIMESTAMP","_id","_index","_type","highlight","location","sort","tags","type"
2024-04-29 23:40:16,0,2.72,0,9.53,0,41.9,0,48.8,,0,,7,0,0,0,0.0600,121,121,121,121,121,121,CAPITAL,TU00223L100,-26.8,SAN MIGUEL DE TUCUMAN,-65.2,0,4.08,0,4.05,121,121,TUCUMAN,121,121,4/29/2024 11:15:00 PM,EvjfLI8BbzH95Go-0iUT,bocx-kpi_viavi_user_plane-2024.04.30,,,"-26.823321999999997,-65.197938","1714444816096, 370292",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
2024-04-29 23:40:15,0,1.18,0,10.9,0,48.7,0,48.6,,0,,1,0,0.0400,0,1.91,122,122,122,122,122,122,LA CAPITAL,SF00246L100,-31.6,PARAJE CHACO CHICO,-60.7,0,4.16,0,3.88,122,122,SANTA FE,122,122,4/29/2024 11:18:00 PM,aPjfLI8BbzH95Go-zhGl,bocx-kpi_viavi_user_plane-2024.04.30,,,"-31.602546000000004,-60.682722","1714444815195, 392590",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
2024-04-29 23:30:11,0,2.05,0,6.56,0,48.4,0,48.1,,2,,1,0,0,0,0.0300,123,123,123,123,123,123,CAPITAL,CT00200L100,-28.4,SAN FERNANDO DEL VALLE DE CATAMARCA,-65.8,0,4.05,0,4.03,123,123,CATAMARCA,123,123,4/29/2024 11:06:00 PM,-PfWLI8BbzH95Go-lx16,bocx-kpi_viavi_user_plane-2024.04.30,,,"-28.430475,-65.779741","1714444211408, 257554",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
2024-04-29 23:30:11,0,1.31,0,7.03,0,48.8,0,48.7,,1,,18,0,0,0,0.0800,132,130,132,130,130,132,CAPITAL,CT00200L100,-28.4,SAN FERNANDO DEL VALLE DE CATAMARCA,-65.8,0,4.11,0,4.08,132,130,CATAMARCA,132,130,4/29/2024 11:04:00 PM,9vfWLI8BbzH95Go-lx16,bocx-kpi_viavi_user_plane-2024.04.30,,,"-28.430475,-65.779741","1714444211408, 257552",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
2024-04-29 23:30:11,0,1.26,0,7.28,0,48.4,0,48.4,,0,,1,0,0.0200,0,0.290,149,149,149,149,149,149,CAPITAL,CT00200L100,-28.4,SAN FERNANDO DEL VALLE DE CATAMARCA,-65.8,0,4.11,0,4.05,149,149,CATAMARCA,149,149,4/29/2024 11:03:00 PM,9ffWLI8BbzH95Go-lx16,bocx-kpi_viavi_user_plane-2024.04.30,,,"-28.430475,-65.779741","1714444211408, 257551",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
2024-04-29 23:30:11,0,1.40,0,7.16,0,48.2,0,48.1,,0,,23,0,0.0400,0,0.210,135,131,135,131,131,135,CAPITAL,CT00200L100,-28.4,SAN FERNANDO DEL VALLE DE CATAMARCA,-65.8,0,4.10,0,4.07,135,131,CATAMARCA,135,131,4/29/2024 11:02:00 PM,9PfWLI8BbzH95Go-lx16,bocx-kpi_viavi_user_plane-2024.04.30,,,"-28.430475,-65.779741","1714444211408, 257550",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
2024-04-29 23:30:11,0,1.57,0,6.94,0,47.8,0,48.4,,0,,1,0,0.0300,0,0.190,124,124,124,124,124,124,CAPITAL,CT00200L100,-28.4,SAN FERNANDO DEL VALLE DE CATAMARCA,-65.8,0,4.10,0,4.06,124,124,CATAMARCA,124,124,4/29/2024 11:01:00 PM,8_fWLI8BbzH95Go-lx16,bocx-kpi_viavi_user_plane-2024.04.30,,,"-28.430475,-65.779741","1714444211408, 257549",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
2024-04-29 23:30:10,0,3.59,0,8.05,0,36.7,0,50,,0,,1,0,0.0100,0,0.550,132,132,132,132,132,132,SAN NICOLAS,BA00203L100,-33.3,SAN NICOLAS DE LOS ARROYOS,-60.2,0,4.09,0,3.89,132,132,BUENOS AIRES,132,132,4/29/2024 11:00:00 PM,1ffWLI8BbzH95Go-lQeG,bocx-kpi_viavi_user_plane-2024.04.30,,,"-33.349506,-60.202871","1714444210923, 631003",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
2024-04-29 23:30:10,0,4.54,0,9.44,0,38.4,0,50,,0,,0,0,0.0100,0,0.630,124,124,124,124,124,124,SAN NICOLAS,BA00203L100,-33.3,SAN NICOLAS DE LOS ARROYOS,-60.2,0,4.05,0,3.87,124,124,BUENOS AIRES,124,124,4/29/2024 11:08:00 PM,3ffWLI8BbzH95Go-lQeG,bocx-kpi_viavi_user_plane-2024.04.30,,,"-33.349506,-60.202871","1714444210923, 322951",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
2024-04-29 23:10:13,0,1.34,0,6.65,0,47.8,0,49.1,,0,,4,0,0.0300,0,0.100,126,125,126,125,125,126,CAPITAL,TU00084L100,-26.8,SAN MIGUEL DE TUCUMAN,-65.2,0,4.08,0,4.06,126,125,TUCUMAN,126,125,4/29/2024 10:57:00 PM,w_bELI8BbzH95Go-UJV5,bocx-kpi_viavi_user_plane-2024.04.30,,,"-26.848740999999997,-65.20490600000001","1714443013573, 637743",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
