"@timestamp","Average_Jitter_Downlink_Mb","Average_Jitter_Downlink_S1U","Average_Jitter_Uplink_Mb","Average_Jitter_Uplink_S1U","Average_Latency_Downlink_Mb","Average_Latency_Downlink_S1U","Average_Latency_Uplink_Mb","Average_Latency_Uplink_S1U","Average_One_Way_Audio_Downlink_Mb","Average_One_Way_Audio_Downlink_S1U","Average_One_Way_Audio_Uplink_Mb","Average_One_Way_Audio_Uplink_S1U","Average_Packet_Loss_Downlink_Mb","Average_Packet_Loss_Downlink_S1U","Average_Packet_Loss_Uplink_Mb","Average_Packet_Loss_Uplink_S1U","Count_Jitter_Downlink_S1U","Count_Jitter_Uplink_S1U","Count_Latency_Downlink_S1U","Count_Latency_Uplink_S1U","Count_PacketLoss_Uplink_S1U","Count_Packet_Loss_Downlink_S1U","DEPARTAMENTO","HOSTNAME","LATITUD","LOCALIDAD","LONGITUD","MOS_Average_Downlink_Mb","MOS_Average_Downlink_S1U","MOS_Average_Uplink_Mb","MOS_Average_Uplink_S1U","MOS_Count_Downlink_S1U","MOS_Count_Uplink_S1U","PROVINCIA","R-FACTOR_Count_Downlink_S1U","R-FACTOR_Count_Uplink_S1U","TIMESTAMP","_id","_index","_type","highlight","location","sort","tags","type"
2024-05-28 14:10:24.453,0,0.930,0,6.67,0,50,0,50,,0,,0,0,0,0,0,1,1,1,1,1,1,CABA,CF00129L100,-34.6,CABA,-58.5,0,4.12,0,4.12,1,1,CABA,1,1,5/28/2024 1:57:00 PM,fXcuwI8BbzH95Go-kKht,bocx-kpi_viavi_user_plane-2024.05.28,,,"-34.602781,-58.469455","1716916224453, 526320",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
2024-05-28 14:10:24.453,0,0.570,0,5.03,0,50,0,50,,0,,0,0,0,0,0.0500,10,10,10,10,10,10,CABA,CF00129L100,-34.6,CABA,-58.5,0,4.12,0,4.10,10,10,CABA,10,10,5/28/2024 1:56:00 PM,fHcuwI8BbzH95Go-kKht,bocx-kpi_viavi_user_plane-2024.05.28,,,"-34.602781,-58.469455","1716916224453, 526319",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
2024-05-28 14:10:24.453,0,0.510,0,5.42,0,50,0,50,,0,,0,0,0,0,0,10,10,10,10,10,10,CABA,CF00129L100,-34.6,CABA,-58.5,0,4.12,0,4.12,10,10,CABA,10,10,5/28/2024 1:55:00 PM,e3cuwI8BbzH95Go-kKht,bocx-kpi_viavi_user_plane-2024.05.28,,,"-34.602781,-58.469455","1716916224453, 526318",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
2024-05-28 14:10:24.453,0,0.500,0,4.32,0,50,0,50,,0,,1,0,0,0,0.170,6,6,6,6,6,6,CABA,CF00129L100,-34.6,CABA,-58.5,0,4.12,0,4.07,6,6,CABA,6,6,5/28/2024 1:54:00 PM,encuwI8BbzH95Go-kKht,bocx-kpi_viavi_user_plane-2024.05.28,,,"-34.602781,-58.469455","1716916224453, 526317",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
2024-05-28 14:10:24.453,0,0.530,0,4.46,0,50,0,50,,0,,0,0,0,0,0,9,9,9,9,9,9,CABA,CF00129L100,-34.6,CABA,-58.5,0,4.12,0,4.12,9,9,CABA,9,9,5/28/2024 1:52:00 PM,eXcuwI8BbzH95Go-kKht,bocx-kpi_viavi_user_plane-2024.05.28,,,"-34.602781,-58.469455","1716916224453, 526316",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
2024-05-28 14:10:24.453,0,0.570,0,5.63,0,50,0,50,,0,,0,0,0,0,0.160,10,10,10,10,10,10,CABA,CF00129L100,-34.6,CABA,-58.5,0,4.12,0,4.07,10,10,CABA,10,10,5/28/2024 1:51:00 PM,eHcuwI8BbzH95Go-kKht,bocx-kpi_viavi_user_plane-2024.05.28,,,"-34.602781,-58.469455","1716916224453, 526315",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
2024-05-28 14:10:24.453,0,0.580,0,4.52,0,50,0,50,,0,,0,0,0,0,0.100,10,10,10,10,10,10,CABA,CF00129L100,-34.6,CABA,-58.5,0,4.12,0,4.09,10,10,CABA,10,10,5/28/2024 1:50:00 PM,d3cuwI8BbzH95Go-kKht,bocx-kpi_viavi_user_plane-2024.05.28,,,"-34.602781,-58.469455","1716916224453, 526314",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
2024-05-28 14:10:24.453,0,0.590,0,3.26,0,50,0,50,,0,,0,0,0,0,0,10,10,10,10,10,10,CABA,CF00129L100,-34.6,CABA,-58.5,0,4.12,0,4.12,10,10,CABA,10,10,5/28/2024 1:49:00 PM,dncuwI8BbzH95Go-kKht,bocx-kpi_viavi_user_plane-2024.05.28,,,"-34.602781,-58.469455","1716916224453, 526313",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
2024-05-28 14:10:24.453,0,0.550,0,6.48,0,50,0,50,,0,,0,0,0,0,0,3,3,3,3,3,3,CABA,CF00129L100,-34.6,CABA,-58.5,0,4.12,0,4.12,3,3,CABA,3,3,5/28/2024 1:48:00 PM,dXcuwI8BbzH95Go-kKht,bocx-kpi_viavi_user_plane-2024.05.28,,,"-34.602781,-58.469455","1716916224453, 526312",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
2024-05-28 14:10:24.453,0,0.340,0,9.65,0,50,0,50,,0,,38,0,0,0,0.0600,47,40,47,40,40,47,CABA,CF00129L100,-34.6,CABA,-58.5,0,4.15,0,4.12,47,40,CABA,47,40,5/28/2024 1:59:00 PM,dHcuwI8BbzH95Go-kKht,bocx-kpi_viavi_user_plane-2024.05.28,,,"-34.602781,-58.469455","1716916224453, 526311",BOCX_KPI_VIAVI_USER_PLANE_V2,_doc
